Student_ID,Country,Gender,birthdate,Sub_Type
,,,10/18/2003,
,,,11/1/2006,
,,,2/23/1998,
,,,2/25/2006,
,,,10/15/1998,
,,,5/25/2003,
,,,8/16/2002,
,,,12/27/1997,
,,,12/4/2006,
,,,11/9/2000,
,,,3/30/1997,
,,,5/14/2004,
,,,12/8/2002,
,,,12/5/2000,
,,,6/25/2002,
,,,11/7/2003,
,,,9/6/2005,
,,,12/10/2005,
,,,7/11/2003,
,,,1/22/2002,
,,,8/26/2002,
,,,3/21/2002,
,,,10/24/1998,
,,,12/13/2001,
,,,7/29/1999,
,,,8/28/2006,
,,,7/8/2001,
,,,5/20/1999,
,,,10/31/2000,
,,,4/25/2002,
,,,11/17/1997,
,,,5/13/2004,
,,,4/7/2004,
,,,5/21/2006,
,,,1/7/2006,
,,,3/31/2006,
,,,12/8/2006,
,,,7/30/2003,
,,,5/15/2004,
,,,12/10/2004,
,,,2/28/1999,
,,,7/13/1999,
,,,4/10/2006,
,,,1/30/1997,
,,,4/12/2002,
,,,6/8/1997,
,,,3/27/2006,
,,,11/8/2005,
,,,7/28/2004,
,,,7/6/2004,
,,,4/17/2006,
,,,8/6/1999,
,,,9/23/2005,
,,,9/5/2005,
,,,3/3/1998,
,,,7/2/2001,
,,,6/24/2006,
,,,1/18/2005,
,,,3/29/2006,
,,,3/23/2006,
,,,8/13/1998,
,,,5/1/2006,
,,,6/12/1998,
,,,12/19/2004,
,,,6/29/2005,
,,,7/8/2005,
,,,8/28/2000,
,,,4/11/2000,
,,,6/16/2006,
,,,11/4/1998,
,,,1/21/2001,
,,,8/26/1999,
,,,6/1/2002,
,,,12/6/1999,
,,,9/30/1999,
,,,7/9/2006,
,,,5/21/1998,
,,,10/10/2006,
,,,11/30/2001,
,,,12/12/2000,
,,,4/16/2001,
,,,2/1/2006,
,,,8/21/1999,
,,,10/14/1998,
,,,1/14/2005,
,,,10/13/2006,
,,,5/31/2005,
,,,9/11/2000,
,,,3/21/2005,
,,,5/29/2004,
,,,5/4/2006,
,,,11/8/2000,
,,,10/9/2005,
,,,9/12/2002,
,,,11/19/1998,
,,,3/22/2000,
,,,1/22/1997,
,,,8/11/2001,
,,,5/10/2002,
,,,1/24/2003,
,,,6/12/2002,
,,,9/15/1997,
,,,9/30/2000,
,,,10/8/1999,
,,,12/17/2003,
,,,1/30/2003,
,,,11/23/2002,
,,,11/4/2005,
,,,11/26/2001,
,,,2/12/2001,
,,,11/23/2001,
,,,3/5/2004,
,,,12/14/2003,
,,,8/20/2003,
,,,2/26/2000,
,,,8/30/2001,
,,,10/16/1999,
,,,7/28/2000,
,,,3/23/2004,
,,,5/9/1997,
,,,12/24/2004,
,,,11/18/1998,
,,,9/19/1999,
,,,10/14/2002,
,,,3/24/2006,
,,,11/8/2000,
,,,5/31/1997,
,,,3/20/2005,
,,,10/20/1997,
,,,11/5/2004,
,,,9/28/1998,
,,,11/16/2002,
,,,9/7/1999,
,,,12/31/2004,
,,,4/4/2003,
,,,12/23/2005,
,,,7/13/1998,
,,,3/25/1998,
,,,8/23/1999,
,,,6/29/2006,
,,,4/1/2000,
,,,1/1/2001,
,,,8/5/1998,
,,,10/24/2005,
,,,6/3/2001,
,,,9/5/2002,
,,,4/14/2005,
,,,12/8/1999,
,,,1/8/2005,
,,,5/26/1999,
,,,9/23/2002,
,,,4/22/1998,
,,,3/9/1999,
,,,10/27/2005,
,,,4/5/2000,
,,,3/24/2005,
,,,2/5/2002,
,,,2/14/2001,
,,,4/24/2005,
,,,9/3/2005,
,,,6/21/2000,
,,,4/23/2001,
,,,8/25/2002,
,,,3/16/1997,
,,,2/25/2003,
,,,1/4/1997,
,,,5/21/2004,
,,,8/11/2001,
,,,4/30/2001,
,,,6/21/2005,
,,,2/1/1997,
,,,3/4/1998,
,,,11/5/2006,
,,,3/17/1999,
,,,5/26/1999,
,,,10/11/1998,
,,,1/15/2001,
,,,9/29/1999,
,,,1/30/1997,
,,,9/25/2005,
,,,6/3/2000,
,,,4/24/1997,
,,,9/28/2003,
,,,2/8/2002,
,,,3/3/2001,
,,,10/17/2002,
,,,6/2/2000,
,,,2/20/2006,
,,,8/3/2003,
,,,4/10/2003,
,,,10/28/2000,
,,,10/22/1999,
,,,2/7/2003,
,,,7/28/1998,
,,,8/8/1998,
,,,11/23/1997,
,,,10/23/2005,
,,,1/29/2001,
,,,8/14/1997,
,,,5/2/2005,
,,,10/2/2003,
,,,9/26/1998,
,,,4/19/1999,
,,,9/18/2005,
,,,8/6/2004,
,,,3/4/2000,
,,,3/9/1997,
,,,6/10/2006,
,,,2/13/2002,
,,,7/10/2005,
,,,8/13/2004,
,,,9/6/2005,
,,,1/25/2005,
,,,12/7/2000,
,,,6/30/2002,
,,,11/6/1997,
,,,4/2/2000,
,,,10/4/2003,
,,,12/25/2004,
,,,3/2/2003,
,,,4/20/1999,
,,,4/17/2000,
,,,12/11/2006,
,,,10/29/1997,
,,,8/21/2002,
,,,10/5/2002,
,,,3/17/2003,
,,,12/2/2003,
,,,6/3/1997,
,,,3/23/2003,
,,,8/19/2002,
,,,7/5/2003,
,,,9/24/2005,
,,,1/19/2003,
,,,5/22/1999,
,,,9/13/2004,
,,,7/27/2002,
,,,1/4/2001,
,,,3/10/1998,
,,,2/22/1999,
,,,10/31/1997,
,,,3/27/2006,
,,,3/26/2002,
,,,12/27/2001,
,,,4/25/1999,
,,,7/31/2000,
,,,8/6/1997,
,,,3/28/2001,
,,,7/12/2003,
,,,2/13/2006,
,,,1/1/2002,
,,,11/20/1999,
,,,9/1/2005,
,,,11/29/2002,
,,,6/17/2004,
,,,5/31/2001,
,,,9/13/2005,
,,,1/10/1997,
,,,7/25/2004,
,,,3/20/2006,
,,,7/22/1998,
,,,5/31/2005,
,,,10/24/2001,
,,,12/21/2002,
,,,12/29/2004,
,,,3/8/2001,
,,,10/30/2000,
,,,1/25/2003,
,,,8/18/1998,
,,,6/3/1999,
,,,12/1/2005,
,,,2/28/2001,
,,,7/2/2002,
,,,2/29/2004,
,,,11/28/2001,
,,,5/4/2000,
,,,5/8/2001,
,,,1/14/2000,
,,,3/15/2004,
,,,11/16/1998,
,,,6/17/1997,
,,,10/11/2004,
,,,11/4/2000,
,,,6/5/2000,
,,,10/21/2000,
,,,7/28/2005,
,,,10/20/2002,
,,,9/30/2006,
,,,7/17/2004,
,,,1/31/1998,
,,,8/9/2000,
,,,1/27/2001,
,,,12/21/2003,
,,,10/14/2005,
,,,7/29/2006,
,,,11/8/1998,
,,,11/30/2004,
,,,12/9/1997,
,,,7/23/2005,
,,,11/9/2000,
,,,1/3/1997,
,,,10/16/2001,
,,,1/30/2005,
,,,3/14/2000,
,,,5/15/2003,
,,,9/8/1998,
,,,12/10/1999,
,,,4/16/1999,
,,,11/6/2003,
,,,10/11/1999,
,,,1/3/2004,
,,,9/2/2005,
,,,6/14/1999,
,,,11/9/2004,
,,,2/4/2003,
,,,10/25/2003,
,,,6/1/2002,
,,,10/27/1998,
,,,11/6/1997,
,,,7/4/1997,
,,,8/4/1998,
,,,1/31/2003,
,,,8/15/1998,
,,,9/14/1998,
,,,1/22/2001,
,,,7/7/2002,
,,,4/20/1998,
,,,8/17/2006,
,,,8/10/2003,
,,,5/31/2001,
,,,10/29/2003,
,,,6/30/2005,
,,,8/4/1997,
,,,5/5/2005,
,,,8/8/2001,
,,,9/5/2005,
,,,8/11/1997,
,,,4/17/2005,
,,,8/30/2004,
,,,6/25/2006,
,,,4/29/1998,
,,,9/30/2003,
,,,4/10/2004,
,,,9/22/2000,
,,,1/28/2004,
,,,4/6/2003,
,,,12/28/2002,
,,,8/9/1998,
,,,1/14/2001,
,,,8/13/2003,
,,,3/4/2000,
,,,5/13/2005,
,,,11/21/2003,
,,,10/26/2003,
,,,8/18/2002,
,,,4/10/2002,
,,,10/17/1999,
,,,6/30/2005,
,,,5/4/1998,
,,,4/30/2004,
,,,10/27/2000,
,,,7/19/1997,
,,,4/23/1998,
,,,3/30/2004,
